collocation;frequency1;frequency2;frequency;doc_freq;Words_in_dict;TF_IDF;TF-RIDF;NOUN_1;ADJF_1;ADJS_1;COMP_1;VERB_1;INFN_1;PRTF_1;GRND_1;NUMR_1;ADVB_1;NPRO_1;PRED_1;PREP_1;CONJ_1;PRCL_1;INTJ_1;None_1;NOUN_2;ADJF_2;ADJS_2;COMP_2;VERB_2;INFN_2;PRTF_2;GRND_2;NUMR_2;ADVB_2;NPRO_2;PRED_2;PREP_2;CONJ_2;PRCL_2;INTJ_2;None_2;MI;MI3;T-score;minimum-sens;log_dice;raw_freq;log_likehood;dice;chi_sq;pmi;jaccard;phi;mi_like;poison_stirling;student_t;Words Class;MY_COMBINATION;ALLA_COMBINATION;collections_kolichestvo;weirdness;cw;dw;otnosit_chastota;class
о страница;1679;590;3;0.08695652173913043;0;3.1820935210608354;0.44422658088026856;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.134367597758361;4.304292599200673;0.9430418126291845;0.001786777843954735;-8.56287839295118;1.3795577137969567e-06;0;0.00819672131147541;0;0;0.00411522633744856;0;0;0;1.0;1;-206611.13893336704;-197243.71181697553;2;0;0;0;1;0
на протяжение;8849;27;26;0.391304347826087;1;10.594618491034968;6.1917110910758515;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.301616257942801;15.702495694224984;5.034378053254214;0.002938185105661657;-7.4152542340559195;1.3795577137969567e-06;0;0;0;0;0.013513513513513514;0;0;0;1.0;1;-121512.68132671202;-119401.71183569422;4;2.06643571066508;129.96388636619832;28.644625699854384;1;0
рассказать о;44;1679;17;0.13043478260869565;0;15.038311882064818;10.245369423716292;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;7.38200746389945;15.55693314640013;4.098387314975499;0.01012507444907683;-5.663244144974609;1.3795577137969567e-06;0;0.029850746268656716;0;0;0.015151515151515152;0;0;0;1.0;1;-94993.62709580093;-104723.8770934611;2;0.2828383074376338;95.90698941525659;6.1686321813585545;0;0
диэлектрический проницаемость;0;0;0;0.0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.3795577137969567e-06;0;0;0;0;0.04;0;0;0;1.0;0;-181180.55334626196;-227423.97875887062;1;0;113.63779380102794;71.02968629149959;1;0
окрестность точка;0;743;0;0.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;2.7591154275939134e-06;0;0;0;0;0.015151515151515152;0;0;0;1.414213562373095;0;-181675.31182071927;-227918.73723332793;2;0;99.02630044994994;52.24909067452824;1;0
представлять себя;654;875;425;0.6521739130434783;1;78.89554520881245;78.89554346633764;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;9.07239575503073;26.53503381708086;20.577234086004328;0.4857142857142857;-0.8470536603357407;1.3795577137969567e-06;0;0.029850746268656716;0;0;0.015151515151515152;0;0;0;1.0;1;-15238.561013284732;-1484.2754233718895;4;4.808719314718932;137.60803207644508;43.48830590572654;1;0
как правило;4143;911;110;0.5652173913043478;1;27.256293208183177;26.85455676897619;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.400955120966841;17.963674548016158;9.99163696527792;0.026550808592807146;-4.521850235420115;1.3795577137969567e-06;0;0;0;0;0.00411522633744856;0;0;0;1.0;0;-63823.84320499124;-46012.538124528575;4;10.041958381440393;136.62168805800508;55.31574958246089;1;0
объект тип;3713;5768;253;0.43478260869565216;0;91.51714251245099;91.51530737263359;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.098131281822186;19.064118431210805;14.048469478508288;0.0438626907073509;-4.227829944086536;1.3795577137969567e-06;0;0;0;0;0.008771929824561403;0;0;0;1.0;0;-57886.741511503686;-24408.084739893293;1;0;101.33063328972224;54.78373615960491;1;0
или иной;3868;249;166;0.7391304347826086;0;21.79229983012695;21.739384860056703;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.9650281760254416;21.715107038719292;12.78097190286366;0.042916235780765255;-3.6323383019743445;1.3795577137969567e-06;0;0.0011911852293031567;0;0;0.0005959475566150178;0;0;0;1.0;1;-32950.91439885595;-19625.419486806095;4;17.45958749935797;138.36380100876931;65.63723637120589;1;0
и том;19210;675;110;0.4782608695652174;0;35.23686659453046;34.835130155323476;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.6204088792570155;16.183128306306333;8.782498371874887;0.005726184279021343;-6.498033228167914;1.3795577137969567e-06;0;0;0;0;0.0005959475566150178;0;0;0;1.0;1;-116268.24149746468;-86087.9745555696;4;12.556451947446998;138.26375694173032;59.899293286073906;1;0
кровеносный система;0;4529;0;0.0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0.18181818181818182;0;0;0.1;0;0;0;1.0;0;-182170.07029517656;-228413.49570778522;2;0;71.74600650095641;30.79183227588621;1;0
вызов функция;1756;5000;188;0.391304347826087;0;76.60724139671437;76.58422072169567;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.9561620988162685;19.065339802171543;12.827913126091095;0.0376;-4.167364761123748;1.3795577137969567e-06;0;0.13333333333333333;0;0;0.07142857142857142;0;0;0;1.0;0;-53631.818631170936;-27376.635586637072;1;0;91.71525296634778;45.07064203912089;1;0
не иметь;6836;2159;154;0.6521739130434783;1;28.588032852134397;28.505297935728844;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2.9190650872196953;17.452638168609496;10.768954636581537;0.022527794031597426;-4.868121025443943;1.3795577137969567e-06;0;0.029850746268656716;0;0;0.015151515151515152;0;0;0;1.0;0;-77182.32201533826;-49475.84744572965;4;0.8811600051721767;131.22024671931635;18.13003134081488;0;0
метр наука;275;47;6;0.17391304347826086;0;4.558007068137783;0.7240494836245281;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.394448596854936;13.564373598297248;2.4422103559217474;0.02181818181818182;-4.745954377393461;1.3795577137969567e-06;0;0;0;0;0.00411522633744856;0;0;0;1.0;0;-90936.6076052511;-110660.97878694865;4;0;135.92374368213345;123.19055367332825;1;0
о год;1679;460;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0;0;0;0.0005959475566150178;0;0;0;1.0;1;-182664.82876963387;-228908.25418224253;1;0;117.21587495904801;76.80238540356376;1;0
область видимость;1245;497;466;0.34782608695652173;1;213.72523764595257;213.7252373245966;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.092516832359989;26.82088912166855;21.5474898680378;0.3742971887550201;-0.9023427639445842;2.7591154275939134e-06;0;0.05970149253731343;0;0;0.03076923076923077;0;0;0;1.414213562373095;0;-15040.657623501815;-1154.4364404003584;1;0;58.36673352814901;24.411272356955962;1;0
в течение;27729;49;44;0.4782608695652174;2;14.094746637812184;11.042376702608749;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.552976562263864;15.471839799538458;6.3506680173849315;0.0015867863969129792;-8.302223490758726;1.3795577137969567e-06;0;0;0;0;0.0024813895781637717;0;0;0;1.0;1;-130616.23725672628;-114454.12709112126;4;7.3588019811207355;137.23410263524337;50.37221675120269;1;1
в целое;27729;651;149;0.7391304347826086;2;19.56055828125853;19.46105635507114;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.580909575038301;17.019246615962626;10.16640638448242;0.0053734357531825885;-6.573418448485752;1.3795577137969567e-06;0;0.08333333333333333;0;0;0.043478260869565216;0;0;0;1.0;1;-114091.30420985256;-80315.7923535678;4;17.17530687049248;138.5075504421712;65.44090684577363;1;1
и в;19210;27729;679;0.8695652173913043;1;41.21383360010231;41.21383360005779;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;-0.11404734656638267;18.70048818192308;-2.1435047293146754;0.024486999170543474;-5.111231721963232;1.3795577137969567e-06;0;0.00010411244143675169;0;0;5.2058930709563226e-05;0;0;0;1.0;0;-154562.54742045945;-123689.61861432412;4;1.423865532900891;132.14532562380816;24.082284243953332;1;0
дифференциальный уравнение;1;24;0;0.0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;2.7591154275939134e-06;0;0.18181818181818182;0;0;0.1;0;0;0;1.414213562373095;0;-183159.58724409115;-229403.01265669984;3;0;126.6734247289852;95.42781297524849;1;0
в один;27729;4721;426;0.7391304347826086;1;55.924817636349886;55.92481596408599;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.23808764036362;18.707506880815295;11.889863553863636;0.015362977388293843;-5.251221237548025;1.3795577137969567e-06;0;0.0011911852293031567;0;0;0.0005959475566150178;0;0;0;1.0;1;-90243.94574101087;-45682.69914155704;4;1.0125081069966597;132.72678484323455;19.941438472234434;1;0
иметь тип;2159;5768;197;0.34782608695652173;1;90.35165625805291;90.33534583279385;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.519411598416487;18.76351523732924;12.811659724369841;0.03415395284327323;-4.330507441600462;1.3795577137969567e-06;0;0;0;0;0.015151515151515152;0;0;0;1.0;1;-59272.06523998412;-30510.105924866617;2;0;109.01899721755267;64.34111370266632;1;0
о далее;1679;379;9;0.08695652173913043;0;9.546280563182506;5.139081987467067;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3.357847204557629;9.697697207442253;2.7073769549482436;0.005360333531864205;-6.837102265451656;1.3795577137969567e-06;0;0;0;0;0.0024813895781637717;0;0;0;1.0;1;-154463.59572556795;-153869.8855562192;4;0;104.77992334257621;58.85044937351613;1;0
ст р;3;244;0;0.0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.0;0;1.3795577137969567e-06;0;0;0;0;0.00411522633744856;0;0;0;1.0;0;-183654.34571854846;-229897.7711311571;1;0;34.889846718234935;17.13964075131668;1;0
в качество;27729;765;564;0.782608695652174;1;60.04080663565774;60.04080663016982;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.268490202560555;22.54759290735814;22.516442294585104;0.020339716542248188;-4.6588191891807;1.3795577137969567e-06;0;0.0049504950495049506;0;0;0.0024813895781637717;0;0;0;1.0;1;-50267.461004861325;-20614.936435720687;4;15.315917510643859;137.86546699007658;63.27368486451406;1;0
в год;27729;460;107;0.7391304347826086;1;14.046843866407132;13.601357230841243;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.604231723198547;16.08716569600084;8.642940558303007;0.003858776010674745;-7.041377692602211;1.3795577137969567e-06;0;0;0;0;0.0005959475566150178;0;0;0;1.0;1;-124580.18386834727;-92025.07624905715;4;4.832078684095053;137.3751174870793;43.50515604882776;1;0
потому что;145;5019;124;0.5652173913043478;1;30.725275980133762;30.47936185227826;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;6.94846574583587;20.85685836660962;11.045368657939974;0.02470611675632596;-4.380076974920315;2.7591154275939134e-06;0;0;0;0;0.0016638935108153079;0;0;0;1.414213562373095;0;-44330.359311373766;-32983.8982971531;4;0.2192530965451442;119.61772950672692;5.9999540431350455;0;0
соединяться с;8;10637;3;0.08695652173913043;1;3.1820935210608354;0.44422658088026856;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4.675521558830456;7.8454465602727685;1.6642728632382244;0.0002820344081978001;-10.7929258286185;1.3795577137969567e-06;0;0.029850746268656716;0;0;0.015151515151515152;0;0;0;1.0;1;-187018.70334485808;-196089.27537657518;4;0.42894711621713355;79.67037141646742;7.643216788090405;0;0
наш а;809;4199;6;0.08695652173913043;1;6.364187042121671;2.5302294576084154;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.3564992916796001;5.526424293121912;0.5362973517735786;0.0014289116456299119;-8.705056346211462;1.3795577137969567e-06;0;0.15384615384615385;0;0;0.08333333333333333;0;0;0;1.0;0;-213834.6126604435;-201201.7796126339;4;78.92626938395257;131.1774771420099;83.37188244764722;1;0
разность потенциал;41;8;0;0.0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0;0;0;0.043478260869565216;0;0;0;1.0;0;-184149.10419300577;-230392.5296056144;3;0;73.6297404666201;31.866273070311077;1;0
жить в;11;27729;3;0.08695652173913043;1;3.1820935210608354;0.44422658088026856;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2.833785669825634;6.003710671267946;1.4891068289824407;0.00010818998160770312;-12.174717666489808;1.3795577137969567e-06;0;0.029850746268656716;0;0;0.015151515151515152;0;0;0;1.0;1;-206413.23554358407;-204005.41096789192;3;0.2939385509906561;112.94034272980261;7.238925949545506;0;0
язык си;2594;343;90;0.30434782608695654;0;46.496681640300245;45.70784204354666;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.196188322128601;19.17989451478795;9.357448343723668;0.03469545104086353;-4.028274453995176;1.3795577137969567e-06;0;0.03773584905660377;0;0;0.019230769230769232;0;0;0;1.0;0;-47595.765242791924;-37436.72456726877;1;0;88.82686592314096;42.561392282402046;1;0
исполнительный адрес;57;939;50;0.17391304347826086;0;37.98339223448153;35.36165282810293;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.403347584179647;20.691059963729096;7.060625532215483;0.05324813631522897;-3.3161457422933562;1.3795577137969567e-06;0;0;0;0;0.1;0;0;0;1.0;0;-39778.581346366635;-37271.805075783;1;0;0;0;1;0
вычет по;2;3690;0;0.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0;0;0;0.1;0;0;0;1.0;0;-184643.86266746308;-230887.28808007168;1;0;54.31792660959567;22.850185360402683;1;0
видеть что;135;5019;46;0.5217391304347826;1;12.997143138618531;10.092139070660373;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;5.620924884470112;16.668048796584138;6.6445100857338835;0.009165172345088663;-5.807914865802607;1.3795577137969567e-06;0;0;0;0;0.015151515151515152;0;0;0;1.0;1;-89749.18726655359;-83779.10167476888;4;0.4780002064578532;120.87634247146221;11.13536674387036;0;0
другой вид;1952;1476;16;0.30434782608695654;1;8.266076736053376;3.4669597878985936;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.009148412600156;10.009148412600156;3.006321133444618;0.00819672131147541;-6.7431513941125;1.3795577137969567e-06;0;0.031746031746031744;0;0;0.016129032258064516;0;0;0;1.0;0;-157926.90504676904;-143315.03810113022;4;35.00004207800278;118.1027104353361;61.49639259178301;1;0
учение о;0;1679;0;0.0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0.0049504950495049506;0;0;0.0024813895781637717;0;0;0;1.0;0;-185138.62114192033;-231382.046554529;3;8.832225383442312;111.22251279643206;41.967302407687164;1;0
хотя бы;457;809;119;0.6086956521739131;0;25.656376240383224;25.362907487455832;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;7.866134272043335;21.65576979865922;10.861956785896522;0.14709517923362175;-2.411243926120398;1.3795577137969567e-06;0;0.02666666666666667;0;0;0.013513513513513514;0;0;0;1.0;0;-29091.79829808903;-19460.499995320326;4;0.8909460983779514;126.81648655761553;17.66214824722956;0;0
друг от;741;2364;54;0.6086956521739131;0;11.64238921832516;9.286462987683231;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4.481906205903541;15.991681210230478;7.019611029240489;0.02284263959390863;-4.845490050944375;1.3795577137969567e-06;0;0;0;0;0.00411522633744856;0;0;0;1.0;0;-75796.99828685782;-64813.36015390584;4;1.5659974084117574;123.9764661724349;23.80268451821142;1;0
который быть;5920;5572;233;0.6521739130434783;1;43.253322432125415;43.24929009383319;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2.3561878977601536;18.084560187068714;12.283112705205497;0.03935810810810811;-4.624156132878244;1.3795577137969567e-06;0;0.18181818181818182;0;0;0.1;0;0;0;1.0;0;-71344.17201674214;-33973.41524606769;4;0.830448090349404;131.07064554577826;17.45325287398876;0;0
что любой;5019;824;18;0.391304347826087;1;7.334735878408823;2.5580840743373416;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.6576029997230237;9.997453002607648;2.8978706353606563;0.0035863717872086074;-7.342568572502726;1.3795577137969567e-06;0;0;0;0;0.043478260869565216;0;0;0;1.0;0;-172076.99741624773;-157168.2753859345;4;6.711417464621817;111.99241370762056;39.03344176062462;1;0
функция являться;5000;2457;39;0.2608695652173913;1;22.75948683972402;19.326202849819097;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1.2023704531740727;11.77317489089857;3.5311674225772225;0.0078;-6.578977407323991;1.3795577137969567e-06;0;0.029850746268656716;0;0;0.015151515151515152;0;0;0;1.0;0;-158421.66352122635;-137048.09742467114;4;0;121.5214344510875;84.57724891071767;1;0
для это;9362;5940;252;0.782608695652174;1;26.826743390400267;26.824834277079855;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1.7157944143232728;17.670354261323105;11.041753907264857;0.026917325357829525;-4.924152684229592;1.3795577137969567e-06;0;0;0;0;0.04;0;0;0;1.0;1;-84999.50591176352;-46012.53812452857;4;1.9040164716613894;133.01928075159495;28.169307730924437;1;0
о ст;1679;3;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0.0011911852293031567;0;0;0.0005959475566150178;0;0;0;1.0;1;-185633.3796163776;-231876.8050289863;1;0;0;0;1;0
распределение память;246;2369;78;0.34782608695652173;0;35.773752224000646;34.61372277294079;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.600187986506215;19.17099242423071;8.740729148047798;0.03292528493035036;-4.067193012272055;1.3795577137969567e-06;0;0;0;0;0.015151515151515152;0;0;0;1.0;0;-48486.330496815055;-40900.03388846984;1;0;0;0;1;0
указанный в;386;27729;66;0.43478260869565216;1;23.874037177161128;22.200209620413233;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2.160191869832148;14.248980108549056;6.306475633381467;0.0023801795953694686;-7.734658307069713;1.3795577137969567e-06;0;0;0;0;0.1;0;0;0;1.0;0;-143578.90928750747;-112969.85166774939;3;13.741627258813171;114.59178638307664;48.80741255725892;1;0
на рис;8849;706;179;0.43478260869565216;1;64.74928264714912;64.71686482163464;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.376355445958253;19.343987000486766;12.734900717842681;0.02022827438128602;-4.738224380600562;1.3795577137969567e-06;0;0.00819672131147541;0;0;0.00411522633744856;0;0;0;1.0;1;-58678.35507063537;-34798.01270349652;4;937.7192481569602;138.50946282802192;125.15971140247905;1;0
от друг;2364;741;54;0.6086956521739131;0;11.64238921832516;9.286462987683231;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.481906205903541;15.991681210230478;7.019611029240489;0.02284263959390863;-4.845490050944375;1.3795577137969567e-06;0;0;0;0;0.00411522633744856;0;0;0;1.0;1;-76291.75676131512;-65308.11862836315;4;1.710280315703627;124.33054156630506;24.975041193667447;1;0
параметр тип;1714;5768;64;0.34782608695652173;0;29.352822337641555;27.57745208875821;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.2303559128701163;14.230355912870117;6.295150854636004;0.011095700416088766;-5.869208250550826;1.3795577137969567e-06;0;0;0;0;0.00411522633744856;0;0;0;1.0;0;-115179.77285365862;-89056.52540231337;1;0;73.6297404666201;31.866273070311077;1;0
развиваться в;29;27729;7;0.13043478260869565;1;6.192246069085513;2.124943484676448;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2.657628714671807;8.272338558787016;2.226453051666198;0.00025244329041797394;-10.953261081098677;1.3795577137969567e-06;0;0.029850746268656716;0;0;0.015151515151515152;0;0;0;1.0;1;-197804.43808802715;-189657.41520863035;3;62.48329659562913;116.63733447994295;65.29565279759697;1;0
указатель или;1792;3868;57;0.17391304347826086;0;43.30106714730894;41.132108922967284;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2.5755257688537347;14.241305797183218;6.283271085487666;0.014736297828335057;-5.633696323554503;1.3795577137969567e-06;0;0.029850746268656716;0;0;0.015151515151515152;0;0;0;1.0;0;-106768.87878788458;-83944.02116625464;1;0.4697992225235272;0.0;7.084258395223581;0;0
крайний мера;65;180;57;0.6086956521739131;0;12.289188619343225;10.120230395001565;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.78603186103005;23.451811889359533;7.547696530739225;0.31666666666666665;-1.103747924837829;2.7591154275939134e-06;0;0;0;0;0.016129032258064516;0;0;0;1.0;0;-27211.71609515131;-24078.245756921766;4;0.35800964848931444;120.4234254638608;8.949643681332807;0;0
близкий к;38;5170;21;0.34782608695652173;1;9.631394829538635;4.9527738244018105;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;6.275804100356316;15.060438945913837;4.523432556578252;0.004061895551257254;-6.954196310386875;1.3795577137969567e-06;0;0.031746031746031744;0;0;0.016129032258064516;0;0;0;1.0;0;-119137.84064931699;-119236.79234420846;4;1.2768901945511253;129.78216237759577;22.297231640095912;1;0
управлять система;232;4529;1;0.043478260869565216;0;1.3617278360175928;-0.009406977738234845;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.5355950629542452;-0.5355950629542452;-0.4495399175024488;0.00022079929344226098;-11.217048913556338;1.3795577137969567e-06;0;0.029850746268656716;0;0;0.015151515151515152;0;0;0;1.0;1;-271226.5956974899;-263541.3473942533;2;24.89935879374694;102.20395707501679;46.46223093774951;1;0
